registro_id,data_movimentacao,cidade,uf,canal,dispositivo,tipo_movimentacao,categoria,grupo_financeiro,titulo_movimentacao,valor_total,forma_pagamento,pago_por,participantes_qtd,percentual_rateio,valor_por_participante,status_rateio,status_pagamento,data_vencimento,dias_atraso,comprovante_enviado,origem_registro,saldo_participante,avaliacao_experiencia,observacao
CAF-00120,2025-06-11,uberlândia,MG,api,desktop,reembolso,contas,Casa 302,Internet,843.15,dinheiro,Natália,3,33.33,281.05,parcial,atrasado,2025-06-26,36,,recorrente,"-295,47","2,9",
CAF-00121,2025-10-09,uberaba,MG,app,mobile,reembolso,saude,Pessoal,Farmácia,68.51,cartao_credito,Felipe,1,100.0,68.51,aberto,pendente,21/10/2025,0,,api_integracao,"253,93",3.8,
CAF-00122,2025-03-28,Salvador,ba,site,mobile,pagamento_rateio,contas,Casa 302,Telefone,,cartao_credito,Isabela,2,50.0,176.78,fechado,pendente,2025-03-30,0,,api_integracao,-183.03,4.4,
CAF-00123,20-09-2025,Curitiba,PR,web,mobile,receita,saude,Republica Alpha,Salário,2981.24,cartao_credito,Larissa,7,100,425.89,aberto,pendente,2025-10-01,5,nao,api_integracao,-488.39,4.0,
CAF-00124,31/02/2025,Campinas,SP,api,mobile,receita,transporte,Evento Churrasco,Salário,"2915,82",cartao_debito,Henrique,6,100,485.97,fechado,pago,2025-05-20,0,nao,importacao_bancaria,-535.02,4.4,
CAF-00125,2025-10-25,Salvador,BA,api,mobile,despesa_grupo,viagem,Casa 302,Passagem,950.02,transferencia,Natália,4,25.0,"237,5",aberto,pago,2025-11-08,0,nao,importacao_bancaria,377.03,"4,2",
CAF-00126,01/10/2025,Ribeirão Preto,SP,app,desktop,despesa_grupo,moradia,Republica Alpha,Condomínio,"1708,14",transferencia,Bruno,5,20.0,341.63,fechado,pendente,2025-10-12,0,SIM,api_integracao,-576.2,2.4,
CAF-00127,2025-07-15,Ribeirão Preto,sp,site,tablet,reembolso,viagem,Pessoal,Reserva,553.33,cartao_credito,Felipe,1,100.0,553.33,aberto,pendente,2025-07-24,0,NÃO,api_integracao,465.23,4.3,
CAF-00128,2025-07-23,Uberlândia,MG,app,mobile,receita,educacao,Familia Silva,Reembolso recebido,6110.06,dinheiro,Eduarda,3,100,2036.69,aberto,pendente,2025-08-12,0,nao,manual,-557.81,3.1,
CAF-00129,2025-10-16,Curitiba,PR,site,mobile,despesa_pessoal,viagem,Pessoal,Passagem,350.26,cartao_credito,Felipe,1,100,"350,26",aberto,pagoo,31/10/2025,0,NÃO,api_integracao,-589.04,3.3,
CAF-00130,2025-08-05,Curitiba,PR,api,desktop,despesa_grupo,transporte,Viagem Praia,Combustível,"256,81",transferencia,Henrique,6,16.67,42.8,parcial,pago,2025-08-20,0,sim,importacao_bancaria,-540.44,3.6,
CAF-00131,2025-08-26,Uberaba,MG,site,mobile,despesa_grupo,contas,Familia Silva,Telefone,166.64,cartao_debito,Pedro,5,20.0,33.33,fechado,pendente,2025-09-02,0,nao,manual,-360.98,4.2,
CAF-00132,2025-06-02,Uberaba,mg,app,mobile,despesa_pessoal,viagem,Pessoal,Passeio,"1478,05",cartao_credito,Ana,1,100,"1478,05",cancelado,pago,2025-06-17,0,nao,api_integracao,324.96,"2,7",
CAF-00133,13/10/2025,Salvador,BA,site,mobile,receita,viagem,Amigos Futebol,Depósito,3893.58,dinheiro,Diego,6,100,"648,93",aberto,pago,2025-10-27,0,,importacao_bancaria,-517.35,2.5,
CAF-00134,03/10/2025,Campinas,SP,site,tablet,despesa_grupo,contas,Casa 302,Luz,95.37,transferencia,Bruno,2,50.0,47.69,fechado,pendente,2025-10-04,0,sim,manual,"85,21",4.5,
CAF-00135,2025-02-01,Belo Horizonte,MG,app,tablet,despesa_grupo,alimentacao,Familia Silva,Café,80.08,cartao_credito,Isabela,2,50.0,40.04,aberto,pendente,2025-02-13,0,nao,importacao_bancaria,70.11,3.7,
CAF-00136,15-08-2025,Salvador,BA,api,desktop,receita,contas,Casa 302,Freelance,"3936,36",transferencia,Eduarda,4,100,984.09,cancelado,pago,2025-08-27,0,sim,api_integracao,114.92,3.6,
CAF-00137,2025-03-21,Ribeirão Preto,sp,api,tablet,despesa_grupo,mercado,Amigos Futebol,Supermercado,491.36,boleto,Rafaela,3,33.33,163.79,fechado,atrasado,2025-04-05,45,,manual,114.28,2.9,
CAF-00138,2025-01-06,belo horizonte,MG,api,tablet,despesa_pessoal,viagem,Pessoal,Passagem,2269.86,dinheiro,Henrique,1,100,2269.86,fechado,pago,2025-01-08,0,SIM,recorrente,-422.39,"3,0",
CAF-00139,2025-10-15,Campinas,SP,web,desktop,receita,transporte,Pessoal,Depósito,1885.79,cartao_debito,João,1,100,1885.79,fechado,atrasado,20/10/2025,40,NÃO,importacao_bancaria,"-71,44",4.8,
CAF-00140,2025-02-26,ribeirão preto,sp,site,mobile,despesa_pessoal,mercado,Pessoal,Compra mensal,624.49,cartao_credito,Mateus,1,100,624.49,fechado,pendente,16/03/2025,0,SIM,importacao_bancaria,-527.87,"2,6",
CAF-00141,2025-07-17,Belo Horizonte,MG,api,desktop,reembolso,educacao,Familia Silva,Curso,3105.36,boleto,Rafaela,7,14.29,443.62,aberto,pendente,2025-08-02,0,nao,manual,-183.86,"3,1",
CAF-00142,2025-03-19,Belo Horizonte,mg,web,tablet,pagamento_rateio,lazer,Pessoal,Show,"493,37",dinheiro,Eduarda,1,100.0,493.37,fechado,pago,2025-04-05,0,nao,importacao_bancaria,435.11,2.9,
CAF-00143,12/06/2025,São Paulo,SP,web,desktop,despesa_grupo,mercado,Viagem Praia,Supermercado,104.15,cartao_credito,Ana,8,12.5,13.02,cancelado,pago,2025-07-01,0,nao,importacao_bancaria,-322.91,"2,1",
CAF-00144,08-01-2025,Belo Horizonte,MG,site,mobile,despesa_grupo,saude,Evento Churrasco,Exame,286.29,dinheiro,Rafaela,3,33.33,"95,43",parcial,atrasado,2025-01-27,25,SIM,recorrente,133.81,4.2,
CAF-00145,2025-10-13,Uberaba,MG,api,desktop,despesa_pessoal,contaz,Pessoal,Luz,"591,11",cartao_credito,Henrique,1,100,591.11,fechado,pago,2025-10-29,0,,importacao_bancaria,-128.32,"3,0",
CAF-00146,2025-08-19,Uberlândia,MG,site,desktop,despesa_pessoal,alimentacao,Casa 302,Padaria,742.54,cartao_credito,Carla,8,100,"92,82",aberto,atrasado,2025-08-20,20,NÃO,api_integracao,151.74,2.4,
CAF-00147,2025-07-29,Uberaba,MG,site,mobile,despesa_grupo,alimentacao,Casa 302,Almoço,136.39,pix,Larissa,6,16.67,"22,73",fechado,pendente,2025-07-31,0,nao,importacao_bancaria,206.51,3.8,
CAF-00148,07/08/2025,Uberlândia,mg,api,desktop,despesa_pessoal,educacao,Pessoal,Curso,661.51,transferencia,Larissa,1,100,661.51,parcial,pendente,26/08/2025,0,SIM,recorrente,"130,61",2.9,
CAF-00149,2025-01-01,Ribeirão Preto,sp,site,tablet,pagamento_rateio,contaz,Republica Alpha,Internet,"306,96",transferencia,Diego,2,50.0,153.48,fechado,pago,09/01/2025,0,SIM,api_integracao,8.03,3.0,
CAF-00150,2025-03-11,Ribeirão Preto,SP,api,desktop,receita,contas,Republica Alpha,Reembolso recebido,906.7,boleto,Larissa,4,100,226.68,fechado,atrasado,2025-03-22,10,SIM,manual,-193.02,3.1,
CAF-00151,2025-07-10,Curitiba,PR,app,desktop,receita,lazer,Evento Churrasco,Depósito,1678.24,cartao_debito,Rafaela,5,100,335.65,fechado,pago,2025-07-20,0,sim,importacao_bancaria,-353.78,"2,1",
CAF-00152,2025-01-12,Curitiba,pr,site,mobile,despesa_grupo,educacao,Casa 302,Livro,1127.06,cartao_credito,Eduarda,2,50.0,"563,53",aberto,pago,2025-01-28,0,,api_integracao,"59,24",2.8,
CAF-00153,2025-02-14,São Paulo,SP,web,tablet,despesa_grupo,viagem,Equipe Projeto,Hotel,2503.87,dinheiro,João,3,33.33,834.62,aberto,atrasado,2025-02-28,20,NÃO,recorrente,-321.97,"2,7",
CAF-00154,25/08/2025,Curitiba,PR,site,tablet,despesa_grupo,transporte,Casa 302,Uber,"676,68",boleto,Henrique,5,20.0,"135,34",parcial,pendente,2025-09-01,0,NÃO,manual,-191.14,4.4,
CAF-00155,2025-08-26,Uberlândia,mg,web,mobile,despesa_pessoal,contas,Pessoal,Luz,90.6,cartao_credito,Rafaela,1,100,90.6,parcial,atrasado,26/08/2025,43,nao,recorrente,37.51,3.2,
CAF-00156,31/02/2025,Belo Horizonte,MG,app,desktop,pagamento_rateio,alimentacao,Republica Alpha,Padaria,700.33,cartao_debito,Bruno,8,12.5,87.54,aberto,pendente,2025-01-18,0,SIM,recorrente,-112.76,"3,3",
CAF-00157,15/03/2025,Ribeirão Preto,SP,site,mobile,despesa_grupo,contas,Evento Churrasco,Telefone,535.41,dinheiro,Isabela,5,20.0,107.08,parcial,pago,2025-03-26,0,NÃO,manual,"93,53",4.5,
CAF-00158,27-09-2025,Curitiba,pr,app,mobile,despesa_pessoal,transporte,Amigos Futebol,Uber,769.49,boleto,Natália,2,100,384.75,parcial,pago,2025-10-12,0,SIM,recorrente,-176.5,4.9,
CAF-00159,2025-01-14,uberlândia,mg,api,desktop,despesa_grupo,mercado,Amigos Futebol,Hortifruti,"26,86",pix,João,3,33.33,8.95,fechado,atrasado,2025-01-28,12,SIM,importacao_bancaria,-18.1,4.4,
CAF-00160,2025-04-18,salvador,BA,app,mobile,despesa_grupo,contas,Evento Churrasco,Internet,412.68,boleto,Diego,5,20.0,82.54,fechado,pago,2025-04-26,0,NÃO,manual,-253.45,4.4,
CAF-00161,2025-02-20,Belo Horizonte,MG,site,tablet,receita,lazer,Pessoal,Reembolso recebido,4634.97,pix,Ana,1,100,"4634,97",parcial,pago,2025-03-06,0,SIM,api_integracao,-368.3,"2,1",
CAF-00162,17/10/2025,São Paulo,SP,api,desktop,despesa_pessoal,transporte,Pessoal,Pedágio,657.41,transferencia,Rafaela,1,100,"657,41",fechado,atrasado,2025-10-25,5,SIM,manual,-140.64,"3,0",
CAF-00163,24-02-2025,curitiba,pr,api,desktop,despesa_grupo,saude,Viagem Praia,Exame,549.68,pix,Larissa,5,20.0,"109,94",aberto,pago,2025-03-08,0,,recorrente,-26.23,3.2,
CAF-00164,2025-01-29,Uberlândia,MG,api,mobile,reembolso,mercado,Equipe Projeto,Supermercado,477.99,dinheiro,Larissa,3,33.33,159.33,aberto,pago,2025-02-01,0,SIM,recorrente,-498.17,3.9,
CAF-00165,2025-01-09,Uberaba,MG,web,mobile,despesa_grupo,educacao,Evento Churrasco,Mensalidade,"1879,2",transferencia,João,3,33.33,626.4,fechado,pendente,2025-01-13,10,sim,importacao_bancaria,"241,56",2.4,
CAF-00166,2025-04-14,Belo Horizonte,MG,site,desktop,reembolso,lazer,Republica Alpha,Show,"295,15",pix,Eduarda,3,33.33,98.38,fechado,pendente,2025-04-25,0,,manual,-439.95,4.4,
CAF-00167,2025-09-01,campinas,SP,web,desktop,despesa_grupo,moradia,Republica Alpha,Internet,1774.68,pix,Larissa,8,12.5,"221,84",fechado,pago,2025-09-01,0,nao,manual,"583,92","4,9",
CAF-00168,2025-09-12,uberaba,MG,site,desktop,despesa_grupo,saude,Republica Alpha,Farmácia,"633,25",boleto,Carla,3,33.33,211.08,fechado,pago,2025-09-15,0,nao,recorrente,111.25,3.0,
CAF-00169,2025-08-12,ribeirão preto,SP,web,tablet,despesa_grupo,viagem,Amigos Futebol,Passagem,"441,47",boleto,Ana,4,25.0,110.37,aberto,atrasado,2025-08-26,22,nao,api_integracao,124.36,4.4,
CAF-00170,08/08/2025,Campinas,SP,site,tablet,pagamento_rateio,alimentacao,Pessoal,Almoço,"48,45",dinheiro,Mateus,1,100.0,"48,45",fechado,pendente,2025-08-24,0,sim,recorrente,-5.66,"2,2",
CAF-00171,2025-10-26,Ribeirão Preto,sp,web,mobile,receita,viagem,Pessoal,Salário,3826.25,cartao_debito,Giovana,1,100,"3826,25",fechado,pago,2025-11-14,0,nao,manual,144.55,3.0,
CAF-00172,2025-04-15,Salvador,ba,web,tablet,pagamento_rateio,lazer,Equipe Projeto,Barzinho,309.51,cartao_debito,Isabela,7,14.29,44.22,parcial,pendente,2025-04-26,0,,manual,"-35,8",3.6,
CAF-00173,2025-04-02,uberlândia,MG,site,desktop,despesa_grupo,lazer,Republica Alpha,Barzinho,362.81,transferencia,Isabela,3,33.33,120.94,parcial,pago,2025-04-22,0,nao,manual,-573.56,4.4,
CAF-00174,2025-06-06,Curitiba,PR,api,mobile,despesa_grupo,mercado,Evento Churrasco,Supermercado,531.56,cartao_credito,Mateus,6,16.67,88.59,aberto,falha_pagamento,2025-06-10,0,sim,manual,592.53,3.7,
CAF-00175,13/09/2025,Ribeirão Preto,sp,api,tablet,receita,saude,Viagem Praia,Depósito,1440.2,dinheiro,Rafaela,2,100,NA,aberto,pago,2025-09-22,0,,importacao_bancaria,-64.83,2.3,
CAF-00176,2025-09-20,Ribeirão Preto,SP,app,tablet,despesa_grupo,moradia,Pessoal,Energia,384.74,cartao_debito,Felipe,1,100.0,"384,74",aberto,pago,2025-10-07,0,NÃO,recorrente,364.42,2.9,
CAF-00177,2025-07-12,Belo Horizonte,MG,site,tablet,despesa_pessoal,moradia,Pessoal,Água,1748.17,cartao_debito,Pedro,1,100,1748.17,parcial,pago,2025-07-26,0,sim,importacao_bancaria,"-284,79",4.9,
CAF-00178,2025-07-05,Belo Horizonte,MG,web,tablet,reembolso,viagem,Republica Alpha,Passeio,516.75,cartao_debito,Henrique,7,14.29,73.82,aberto,pendente,2025-07-13,0,SIM,manual,-252.17,3.6,
CAF-00179,2025-07-05,Salvador,ba,api,desktop,receita,contas,Pessoal,Salário,"3669,28",cartao_credito,Natália,1,100,3669.28,fechado,pagoo,21/07/2025,0,,manual,-99.18,4.7,
CAF-00180,2025-03-02,São Paulo,SP,site,mobile,pagamento_rateio,contas,Familia Silva,Luz,"30,7",dinheiro,Natália,5,20.0,"6,14",aberto,pendente,2025-03-18,0,SIM,manual,-520.5,4.0,
CAF-00181,24/03/2025,Campinas,sp,app,tablet,despesa_grupo,lazer,Amigos Futebol,Show,"767,89",boleto,Ana,7,14.29,"109,7",aberto,pendente,09/04/2025,0,,importacao_bancaria,"-72,4","4,9",
CAF-00182,13/10/2025,Uberlândia,mg,api,desktop,despesa_pessoal,mercado,Evento Churrasco,Supermercado,477.52,cartao_debito,Pedro,5,100,95.5,aberto,pendente,28/10/2025,0,sim,recorrente,"206,51",3.2,
CAF-00183,2025-07-26,Belo Horizonte,MG,api,tablet,pagamento_rateio,viagem,Evento Churrasco,Reserva,1807.53,cartao_credito,Natália,5,20.0,361.51,abertto,pendente,2025-08-10,0,sim,manual,285.36,4.5,
CAF-00184,2025-05-31,Ribeirão Preto,SP,app,mobile,pagamento_rateio,transporte,Pessoal,Ônibus,277.66,dinheiro,Henrique,1,100.0,277.66,parcial,pendente,2025-06-17,0,nao,recorrente,"-83,18","2,9",
CAF-00185,2025-07-13,Salvador,BA,app,mobile,despesa_pessoal,moradia,Casa 302,Internet,2890.33,cartao_debito,Giovana,2,100,1445.16,parcial,falha_pagamento,2025-07-26,0,nao,importacao_bancaria,-318.45,2.9,
CAF-00186,2025-08-29,Salvador,BA,app,desktop,despesa_grupo,lazer,Casa 302,Game,434.81,transferencia,Felipe,3,33.33,144.94,parcial,pago,2025-09-11,0,sim,importacao_bancaria,"-255,17",2.1,
CAF-00187,2025-02-09,Curitiba,PR,api,mobile,despesa_grupo,mercado,Evento Churrasco,Compra mensal,"652,47",cartao_credito,Rafaela,2,50.0,326.24,fechado,pago,2025-02-14,0,nao,recorrente,"-278,48",3.9,
CAF-00188,2025-07-30,Uberlândia,MG,api,desktop,despesa_pessoal,mercado,Equipe Projeto,Hortifruti,"214,13",cartao_credito,Diego,2,100,107.06,aberto,atrasado,2025-08-13,28,NÃO,manual,"-357,61",2.8,
CAF-00189,02-02-2025,Belo Horizonte,MG,app,desktop,pagamento_rateio,moradia,Equipe Projeto,Aluguel,1775.71,pix,Isabela,7,14.29,"253,67",fechado,falha_pagamento,2025-02-18,0,sim,importacao_bancaria,"119,79",4.3,
CAF-00190,2025-01-29,Salvador,ba,web,desktop,receita,mercado,Viagem Praia,Depósito,5481.78,pix,Larissa,6,100,913.63,aberto,atrasado,2025-01-30,43,nao,api_integracao,63.27,2.9,
CAF-00191,2025-05-01,São Paulo,SP,web,mobile,despesa_grupo,transporte,Evento Churrasco,Ônibus,"630,35",cartao_debito,Mateus,5,20.0,126.07,fechado,atrasado,2025-05-06,33,sim,api_integracao,"-94,96","4,2",
CAF-00192,2025-02-26,São Paulo,SP,api,desktop,despesa_pessoal,moradia,Pessoal,Internet,2628.66,cartao_credito,Bruno,1,100,2628.66,parcial,pendente,10/03/2025,0,nao,manual,537.73,4.8,
CAF-00193,2025-10-18,Belo Horizonte,MG,web,mobile,despesa_grupo,lazer,Equipe Projeto,Barzinho,255.45,dinheiro,Giovana,3,33.33,"85,15",parcial,pendente,24/10/2025,0,nao,recorrente,-383.56,4.4,
CAF-00194,2025-04-19,Belo Horizonte,MG,app,tablet,despesa_grupo,viagem,Equipe Projeto,Reserva,3190.71,transferencia,Natália,6,16.67,531.78,fechado,atrasdo,2025-04-19,40,NÃO,api_integracao,"573,03",4.0,
CAF-00195,2025-06-10,São Paulo,SP,api,tablet,despesa_grupo,contas,Amigos Futebol,Internet,526.8,cartao_debito,Isabela,4,25.0,131.7,parcial,pendente,25/06/2025,11,NÃO,manual,-373.3,2.2,
CAF-00196,2025-03-17,Uberlândia,MG,site,tablet,despesa_pessoal,mercado,Pessoal,Compra mensal,504.04,boleto,Ana,1,100,"504,04",parcial,pago,30/03/2025,0,nao,recorrente,"212,29",4.7,
CAF-00197,2025-05-18,Uberaba,mg,web,desktop,pagamento_rateio,moradia,Equipe Projeto,Aluguel,1156.42,pix,Mateus,2,50.0,"578,21",parcial,pago,2025-05-20,0,nao,importacao_bancaria,558.06,4.6,
CAF-00198,2025-03-09,Uberlândia,MG,web,desktop,pagamento_rateio,saude,Amigos Futebol,Exame,516.28,pix,Natália,5,20.0,103.26,fechado,pago,2025-03-22,0,sim,manual,"16,01",4.9,
CAF-00199,03/06/2025,Belo Horizonte,mg,app,mobile,despesa_pessoal,educacao,Pessoal,Curso,2402.88,cartao_debito,Felipe,1,100,2402.88,aberto,pendente,2025-06-19,0,NÃO,importacao_bancaria,343.41,4.5,
CAF-00200,10/02/2025,Curitiba,pr,app,mobile,despesa_grupo,alimentacao,Viagem Praia,Jantar,399.24,dinheiro,Pedro,7,14.29,"57,03",cancelado,pago,2025-02-25,0,,api_integracao,"228,79",4.9,
CAF-00201,2025-10-03,Curitiba,pr,web,mobile,despesa_grupo,moradia,Evento Churrasco,Água,2800.42,boleto,Diego,3,33.33,933.47,aberto,atrasado,2025-10-15,1,sim,recorrente,575.38,4.5,
CAF-00202,2025-09-28,Salvador,BA,web,desktop,despesa_grupo,viagem,Evento Churrasco,Reserva,1170.83,cartao_credito,Henrique,4,25.0,292.71,parcial,pago,16/10/2025,0,SIM,recorrente,-442.61,2.9,
CAF-00203,2025-03-08,São Paulo,sp,web,desktop,despesa_grupo,lazer,Republica Alpha,Cinema,314.59,cartao_debito,Felipe,7,14.29,44.94,aberto,atrasado,2025-03-24,5,SIM,recorrente,-463.24,2.7,
CAF-00204,26-01-2025,Ribeirão Preto,SP,app,mobile,receita,transporte,Republica Alpha,Freelance,"5763,96",cartao_debito,Carla,7,100,823.42,aberto,pago,2025-02-11,0,sim,importacao_bancaria,176.51,"3,0",
CAF-00205,2025-07-04,campinas,SP,web,mobile,despesa_grupo,contas,Pessoal,Telefone,764.88,boleto,Natália,1,100.0,"764,88",fechado,falha_pagamento,2025-07-18,0,sim,manual,-498.27,2.9,
CAF-00206,2025-06-01,Curitiba,PR,api,mobile,reembolso,educacao,Viagem Praia,Mensalidade,2185.06,boleto,João,8,12.5,273.13,parcial,pago,12/06/2025,0,NÃO,importacao_bancaria,457.17,2.3,
CAF-00207,2025-10-04,Campinas,SP,web,tablet,despesa_grupo,alimentacao,Casa 302,Café,538.54,cartao_debito,Bruno,2,50.0,269.27,fechado,falha_pagamento,2025-10-18,0,sim,recorrente,-193.22,2.7,
CAF-00208,2025-07-13,campinas,SP,site,desktop,despesa_pessoal,moradia,Pessoal,Aluguel,"1560,93",cartao_credito,Henrique,1,100,1560.93,aberto,pendente,2025-07-29,0,NÃO,api_integracao,101.16,3.9,
CAF-00209,2025-04-19,Uberaba,MG,api,mobile,despesa_pessoal,contas,Pessoal,Internet,492.42,pix,Isabela,1,100,"492,42",aberto,pago,2025-04-30,0,NÃO,manual,349.44,2.4,
CAF-00210,2025-10-17,Salvador,BA,site,mobile,despesa_pessoal,saude,Evento Churrasco,Farmácia,738.4,cartao_debito,Bruno,8,100,92.3,fechado,pago,2025-10-29,0,NÃO,api_integracao,49.19,"4,9",
CAF-00211,2025-10-05,Uberaba,MG,web,tablet,pagamento_rateio,transporte,Viagem Praia,Uber,244.59,cartao_credito,Diego,8,12.5,"30,57",fechdao,atrasado,2025-10-19,35,,api_integracao,"-117,84","2,1",
CAF-00212,2025-02-15,Belo Horizonte,mg,api,mobile,despesa_grupo,alimentacao,Amigos Futebol,Jantar,97.45,cartao_credito,Giovana,4,25.0,24.36,aberto,falha_pagamento,2025-02-18,0,nao,importacao_bancaria,-8.42,4.3,
CAF-00213,07/05/2025,São Paulo,SP,app,tablet,despesa_pessoal,moradia,Pessoal,Condomínio,"1881,98",dinheiro,Rafaela,1,100,1881.98,parcial,pendente,21/05/2025,0,nao,manual,"-527,79",4.8,
CAF-00214,04/03/2025,Curitiba,pr,api,tablet,pagamento_rateio,mercado,Evento Churrasco,Hortifruti,220.35,cartao_debito,Felipe,3,33.33,73.45,parcial,pago,04/03/2025,0,nao,manual,130.54,2.0,
CAF-00215,2025-08-16,Salvador,BA,api,desktop,despesa_grupo,alimentacao,Familia Silva,Jantar,,cartao_credito,Henrique,2,50.0,162.18,aberto,pendente,2025-08-24,0,nao,manual,379.54,"3,9",
CAF-00216,26/02/2025,ribeirão preto,sp,site,mobile,despesa_pessoal,transportee,Pessoal,Combustível,750.64,transferencia,Natália,1,100,750.64,aberto,atrasado,26/02/2025,45,,api_integracao,"216,82",4.6,
CAF-00217,23/01/2025,campinas,SP,web,desktop,despesa_grupo,lazer,Casa 302,Cinema,749.88,pix,Mateus,3,33.33,249.96,cancelado,pago,25/01/2025,0,nao,importacao_bancaria,-204.93,2.2,
CAF-00218,31/02/2025,Uberlândia,MG,app,tablet,despesa_pessoal,transporte,Pessoal,Uber,"780,46",dinheiro,Felipe,1,100,780.46,fechado,pago,2025-09-28,0,NÃO,manual,-238.23,3.9,
CAF-00219,08/08/2025,Uberlândia,MG,app,desktop,despesa_pessoal,lazer,Pessoal,Cinema,511.97,pix,João,1,100,511.97,fechado,pendete,2025-08-26,0,SIM,recorrente,-22.32,3.9,
CAF-00220,2025-06-25,Uberaba,MG,site,mobile,despesa_grupo,educacao,Republica Alpha,Livro,3133.06,transferencia,Rafaela,3,33.33,1044.35,fechado,pago,2025-07-10,0,NÃO,api_integracao,422.41,3.7,
CAF-00221,04/09/2025,Salvador,BA,web,mobile,reembolso,alimentacao,Casa 302,Almoço,"76,57",pix,Isabela,2,50.0,"38,28",aberto,pago,2025-09-24,0,SIM,manual,570.37,"2,6",
CAF-00222,2025-02-26,Campinas,SP,api,tablet,despesa_grupo,educacao,Pessoal,Mensalidade,761.63,cartao_credito,Natália,1,100.0,"761,63",aberto,pago,2025-03-09,0,NÃO,importacao_bancaria,505.22,4.3,
CAF-00223,29/08/2025,uberlândia,MG,api,desktop,despesa_pessoal,moradia,Pessoal,Energia,1727.4,dinheiro,Henrique,1,100,"1727,4",aberto,pago,2025-09-16,0,nao,importacao_bancaria,473.86,3.4,
CAF-00224,2025-01-22,Salvador,BA,web,desktop,reembolso,viagem,Amigos Futebol,Reserva,1608.81,cartao_debito,Larissa,2,50.0,804.4,aberto,pendente,2025-02-07,0,SIM,importacao_bancaria,-481.91,2.2,
CAF-00225,06-10-2025,Uberaba,MG,api,desktop,pagamento_rateio,alimentacao,Evento Churrasco,Padaria,"841,04",cartao_credito,Pedro,5,20.0,168.21,aberto,atrasado,2025-10-12,34,,recorrente,267.01,3.4,
CAF-00226,2025-01-05,Salvador,BA,web,tablet,despesa_pessoal,viagem,Pessoal,Hotel,788.02,cartao_debito,João,1,100,"788,02",fechado,pago,2025-01-24,0,NÃO,recorrente,-354.95,"3,2",
CAF-00227,2025-04-06,Belo Horizonte,MG,app,desktop,despesa_grupo,educacao,Republica Alpha,Curso,"2942,97",dinheiro,Carla,2,50.0,1471.48,aberto,pago,2025-04-08,0,nao,importacao_bancaria,"444,54",2.9,
CAF-00228,2025-05-07,Ribeirão Preto,SP,app,desktop,despesa_pessoal,saude,Pessoal,Exame,"676,61",dinheiro,João,1,100,676.61,fechado,atrasado,2025-05-20,40,NÃO,recorrente,-138.4,"4,0",
CAF-00229,2025-09-10,Uberlândia,mg,app,tablet,receita,viagem,Pessoal,Reembolso recebido,"952,29",transferencia,Mateus,1,100,952.29,fechado,pago,2025-09-20,0,nao,recorrente,-554.67,2.8,
CAF-00230,2025-01-10,São Paulo,SP,web,mobile,despesa_grupo,alimentacao,Amigos Futebol,Pizza,382.95,cartao_credito,Diego,7,14.29,"54,71",abertto,pago,2025-01-16,0,sim,manual,-131.26,2.9,
CAF-00231,2025-02-02,Uberlândia,MG,site,tablet,despesa_grupo,contas,Familia Silva,Internet,284.44,transferencia,Diego,6,16.67,47.41,aberto,pago,2025-02-15,0,nao,manual,"-172,11","2,5",
CAF-00232,2025-02-22,São Paulo,sp,api,tablet,receita,moradia,Pessoal,Depósito,5998.99,dinheiro,Giovana,1,100,"5998,99",parcial,atrasado,2025-03-10,1,nao,manual,"139,62","4,7",
CAF-00233,16/08/2025,salvador,BA,app,tablet,reembolso,contas,Amigos Futebol,Luz,206.22,transferencia,Felipe,4,25.0,"51,55",aberto,pago,23/08/2025,0,nao,recorrente,"25,77",2.6,
CAF-00234,2025-09-17,Ribeirão Preto,SP,site,desktop,despesa_grupo,lazer,Amigos Futebol,Barzinho,,transferencia,Diego,4,25.0,124.08,fechado,pago,2025-09-28,0,nao,recorrente,-70.35,3.5,
CAF-00235,2025-03-31,Ribeirão Preto,SP,web,mobile,despesa_grupo,saude,Equipe Projeto,Farmácia,779.97,pix,Ana,8,12.5,97.5,parcial,atrasado,2025-04-15,27,NÃO,api_integracao,-139.16,2.9,
CAF-00236,2025-09-08,Salvador,BA,web,tablet,despesa_grupo,saude,Republica Alpha,Consulta,541.85,transferencia,Ana,7,14.29,77.41,fechdao,pendente,2025-09-27,0,SIM,importacao_bancaria,122.58,"4,9",
CAF-00237,2025-05-10,Belo Horizonte,MG,app,mobile,despesa_pessoal,viagem,Amigos Futebol,Passagem,1484.22,cartao_debito,Ana,3,100,"494,74",fechado,pendente,12/05/2025,0,NÃO,api_integracao,"279,65","2,5",
CAF-00238,2025-07-29,Uberlândia,mg,api,mobile,despesa_grupo,mercado,Familia Silva,Hortifruti,39.77,cartao_credito,Henrique,5,20.0,7.95,fechado,pendente,2025-07-30,0,,manual,-483.79,3.6,
CAF-00239,2025-07-04,Belo Horizonte,MG,api,mobile,despesa_grupo,contas,Viagem Praia,Luz,517.59,boleto,Eduarda,7,14.29,73.94,fechado,pendente,2025-07-18,0,NÃO,recorrente,"192,27",2.0,
CAF-00240,2025-06-28,Ribeirão Preto,SP,app,tablet,despesa_grupo,lazer,Viagem Praia,Cinema,121.76,pix,Eduarda,8,12.5,NA,fechado,pago,2025-07-12,0,NÃO,manual,-21.4,3.6,
